Frequency,Average Rel Power,-,Cal Rel Power
1421.137891,0.021026,0.009067,2.318898
1421.139062,0.020845,0.009036,2.306944
1421.140234,0.020842,0.009002,2.315347
1421.141406,0.020907,0.008964,2.332341
1421.142578,0.020929,0.008933,2.342792
1421.14375,0.020917,0.008904,2.349205
1421.144922,0.020793,0.008887,2.339749
1421.146094,0.020638,0.008874,2.32559
1421.147266,0.020611,0.008848,2.329469
1421.148438,0.020419,0.008809,2.318002
1421.149609,0.020357,0.008784,2.317524
1421.150781,0.020456,0.008751,2.337612
1421.151953,0.020446,0.008724,2.343537
1421.153125,0.020363,0.008708,2.338504
1421.154297,0.020146,0.008687,2.31918
1421.155469,0.020025,0.008674,2.308706
1421.156641,0.019981,0.008649,2.310298
1421.157812,0.019974,0.008604,2.321381
1421.158984,0.019868,0.008571,2.318016
1421.160156,0.019761,0.008538,2.314582
1421.161328,0.019836,0.008505,2.332413
1421.1625,0.019986,0.008475,2.358112
1421.163672,0.019962,0.008471,2.356497
1421.164844,0.019756,0.008468,2.332964
1421.166016,0.019703,0.008441,2.334264
1421.167187,0.019729,0.008402,2.348295
1421.168359,0.019689,0.00836,2.355197
1421.169531,0.019576,0.008337,2.348259
1421.170703,0.019538,0.008321,2.348101
1421.171875,0.019419,0.008302,2.339153
1421.173047,0.019375,0.008266,2.34393
1421.174219,0.019341,0.008255,2.342881
1421.175391,0.019251,0.008267,2.328654
1421.176563,0.019169,0.008247,2.324324
1421.177734,0.019087,0.008224,2.320921
1421.178906,0.019073,0.008199,2.326369
1421.180078,0.019049,0.008161,2.334139
1421.18125,0.018979,0.008143,2.330788
1421.182422,0.018927,0.008114,2.332707
1421.183594,0.018869,0.008084,2.33418
1421.184766,0.01889,0.008069,2.341013
1421.185937,0.018897,0.008046,2.348646
1421.187109,0.018801,0.008023,2.343492
1421.188281,0.018684,0.007992,2.337775
1421.189453,0.018693,0.007978,2.342966
1421.190625,0.018728,0.007975,2.348398
1421.191797,0.018721,0.007964,2.350794
1421.192969,0.018664,0.007951,2.347487
1421.194141,0.018673,0.007919,2.357875
1421.195312,0.018618,0.007892,2.358953
1421.196484,0.018505,0.007881,2.34815
1421.197656,0.018476,0.007866,2.348733
1421.198828,0.018487,0.007837,2.358822
